URL,Version,Status,OIDs,Name,Title,Descriptino,Uses,Used,Sources
http://hl7.org/fhir/ValueSet/body-site,4.0.1,draft,"2.16.840.1.113883.4.642.3.141",SNOMEDCTBodyStructures,SNOMED CT Body Structures,"This value set includes all codes from [SNOMED CT](http://snomed.info/sct) where concept is-a 442083009 (Anatomical or acquired body site (body structure)).","StructureDefinition/anc-b8-de27,StructureDefinition/anc-servicerequest,StructureDefinition/anc-b8-de22,StructureDefinition/anc-b8-de23,StructureDefinition/anc-b8-de20,StructureDefinition/anc-b9-de102,StructureDefinition/who-procedure,StructureDefinition/anc-b9-de5,StructureDefinition/anc-b8-de21,StructureDefinition/anc-b6-de15,StructureDefinition/anc-b9-de2,StructureDefinition/anc-b6-de14,StructureDefinition/anc-b9-de1,StructureDefinition/anc-b8-de129,StructureDefinition/anc-b10-de76,StructureDefinition/urine-test,StructureDefinition/anc-b10-de77,StructureDefinition/anc-b10-de78,StructureDefinition/anc-b10-de79,StructureDefinition/anc-b10-de73,StructureDefinition/anc-b10-de74,StructureDefinition/anc-b10-de75,StructureDefinition/anc-b10-de70,StructureDefinition/anc-b8-de19,StructureDefinition/syphilis-test,StructureDefinition/anc-b10-de188,StructureDefinition/anc-b8-de37,StructureDefinition/anc-b8-de38,StructureDefinition/anc-b8-de39,StructureDefinition/hepatitis-c-test,StructureDefinition/anc-b8-de34,StructureDefinition/who-procedurenotdone,StructureDefinition/anc-b8-de35,StructureDefinition/anc-b8-de36,StructureDefinition/anc-b9-de115,StructureDefinition/anc-b8-de121,StructureDefinition/anc-b9-de116,StructureDefinition/anc-b8-de122,StructureDefinition/anc-b9-de113,StructureDefinition/anc-b10-de69,StructureDefinition/anc-b8-de128,StructureDefinition/anc-b9-de110,StructureDefinition/anc-b10-de65,StructureDefinition/anc-b7-de97,StructureDefinition/anc-b10-de66,StructureDefinition/anc-procedure,StructureDefinition/anc-b10-de61,StructureDefinition/anc-b10-de62,StructureDefinition/anc-b9-de9,StructureDefinition/anc-b9-de107,StructureDefinition/hiv-test,StructureDefinition/anc-b7-de98,StructureDefinition/anc-b9-de124,StructureDefinition/anc-b10-de58,StructureDefinition/anc-b9-de120,StructureDefinition/anc-b10-de54,StructureDefinition/anc-c-de5,StructureDefinition/anc-b10-de57,StructureDefinition/anc-b10-de50,StructureDefinition/anc-b10-de53,StructureDefinition/anc-c-de2,StructureDefinition/anc-b8-de15,StructureDefinition/anc-b8-de16,StructureDefinition/anc-b8-de17,StructureDefinition/other-test,StructureDefinition/anc-b9-de138,StructureDefinition/anc-b8-de10,StructureDefinition/anc-b10-de49,StructureDefinition/anc-b9-de132,StructureDefinition/anc-b10-de45,StructureDefinition/anc-b10-de46,StructureDefinition/anc-b6-de160,StructureDefinition/anc-b6-de161,StructureDefinition/anc-b10-de41,StructureDefinition/anc-b9-de129,StructureDefinition/anc-b10-de42,StructureDefinition/anc-procedurenotdone,StructureDefinition/anc-b9-de144,StructureDefinition/anc-b10-de37,StructureDefinition/anc-b10-de38,StructureDefinition/anc-b8-de61,StructureDefinition/anc-b10-de33,StructureDefinition/anc-b10-de34,StructureDefinition/anc-b10-de30,StructureDefinition/anc-end-40,StructureDefinition/anc-b10-de142,StructureDefinition/anc-b10-de143,StructureDefinition/anc-b10-de144,StructureDefinition/anc-b10-de145,StructureDefinition/who-condition,StructureDefinition/anc-end-38,StructureDefinition/anc-b9-de150,StructureDefinition/anc-b8-de79,StructureDefinition/anc-b10-de29,StructureDefinition/anc-b10-de25,StructureDefinition/anc-b10-de26,StructureDefinition/anc-b9-de156,StructureDefinition/anc-b8-de71,StructureDefinition/anc-end-39,StructureDefinition/anc-b10-de21,StructureDefinition/anc-b10-de22,StructureDefinition/anc-b9-de162,StructureDefinition/anc-b8-de49,StructureDefinition/anc-b9-de163,StructureDefinition/blood-haemoglobin-test,StructureDefinition/anc-b9-de160,StructureDefinition/anc-b5-de5,StructureDefinition/who-observationnotdone,StructureDefinition/anc-b10-de18,StructureDefinition/anc-b9-de13,StructureDefinition/anc-condition,StructureDefinition/anc-b9-de168,StructureDefinition/anc-b9-de169,StructureDefinition/anc-b9-de166,StructureDefinition/anc-b10-de14,StructureDefinition/anc-b9-de167,StructureDefinition/anc-b9-de164,StructureDefinition/anc-b10-de17,StructureDefinition/anc-b9-de165,StructureDefinition/anc-b10-de10,StructureDefinition/anc-b10-de13,StructureDefinition/anc-b10-de164,StructureDefinition/anc-b9-de172,StructureDefinition/anc-b10-de181,StructureDefinition/anc-b9-de21,StructureDefinition/anc-b9-de24,StructureDefinition/anc-b9-de177,StructureDefinition/anc-b8-de50,StructureDefinition/anc-b9-de29,StructureDefinition/anc-b9-de176,StructureDefinition/anc-b10-de6,StructureDefinition/anc-b10-de5,StructureDefinition/anc-b7-de71,StructureDefinition/anc-b10-de9,StructureDefinition/hepatitis-b-test,StructureDefinition/anc-b10-de2,StructureDefinition/anc-b10-de1,StructureDefinition/anc-b6-de109,StructureDefinition/anc-b9-de181,StructureDefinition/anc-b9-de33,StructureDefinition/anc-b7-de18,StructureDefinition/anc-b6-de99,StructureDefinition/anc-b9-de34,StructureDefinition/anc-b9-de36,StructureDefinition/anc-b9-de186,StructureDefinition/referral,StructureDefinition/anc-b9-de187,StructureDefinition/anc-b10-de220,StructureDefinition/anc-b10-de221,StructureDefinition/anc-b10-de222,StructureDefinition/anc-b10-de223,StructureDefinition/anc-b10-de224,StructureDefinition/anc-b9-de195,StructureDefinition/blood-glucose-test,StructureDefinition/anc-observationnotdone,StructureDefinition/anc-b9-de196,StructureDefinition/anc-b9-de193,StructureDefinition/anc-b9-de191,StructureDefinition/anc-b9-de41,StructureDefinition/anc-b9-de192,StructureDefinition/anc-b6-de83,StructureDefinition/anc-b9-de190,StructureDefinition/anc-b9-de45,StructureDefinition/anc-b9-de48,StructureDefinition/anc-b9-de49,StructureDefinition/anc-b10-de237,StructureDefinition/anc-b6-de100,StructureDefinition/anc-b6-de105,StructureDefinition/anc-b10-de233,StructureDefinition/anc-b10-de113,StructureDefinition/anc-b10-de114,StructureDefinition/anc-end-24,StructureDefinition/anc-end-25,StructureDefinition/anc-end-23,StructureDefinition/anc-b9-de55,StructureDefinition/anc-b6-de72,StructureDefinition/anc-b9-de59,StructureDefinition/anc-b9-de58,StructureDefinition/tb-screening,StructureDefinition/anc-b10-de126,StructureDefinition/anc-b10-de241,StructureDefinition/anc-b10-de242,StructureDefinition/anc-b4-de1,StructureDefinition/anc-b10-de121,StructureDefinition/anc-b10-de124,StructureDefinition/anc-b10-de125,StructureDefinition/anc-b7-de43,StructureDefinition/anc-b9-de62,StructureDefinition/anc-b9-de61,StructureDefinition/anc-end-12,StructureDefinition/anc-b9-de66,StructureDefinition/anc-b8-de95,StructureDefinition/anc-b7-ded9,StructureDefinition/anc-b8-de92,StructureDefinition/anc-b8-de93,StructureDefinition/anc-end-17,StructureDefinition/anc-end-18,StructureDefinition/anc-b8-de94,StructureDefinition/anc-b10-de137,StructureDefinition/anc-b10-de133,StructureDefinition/anc-b10-de134,StructureDefinition/anc-b10-de256,StructureDefinition/anc-b10-de135,StructureDefinition/anc-b10-de136,StructureDefinition/anc-b10-de257,StructureDefinition/anc-b5-de48,StructureDefinition/blood-type-test,StructureDefinition/anc-b6-de51,StructureDefinition/anc-b9-de74,StructureDefinition/anc-b9-de77,StructureDefinition/anc-b9-de79,StructureDefinition/anc-b6-de57,StructureDefinition/anc-servicenotrequested,StructureDefinition/anc-b6-de153,StructureDefinition/anc-b6-de154,StructureDefinition/anc-b6-de155,StructureDefinition/anc-b8-de5,StructureDefinition/anc-b8-de4,StructureDefinition/anc-b6-de156,StructureDefinition/anc-b8-de3,StructureDefinition/anc-b8-de2,StructureDefinition/anc-b8-de1,StructureDefinition/anc-a-de13,StructureDefinition/anc-b9-de84,StructureDefinition/anc-b9-de89,StructureDefinition/who-observation,StructureDefinition/anc-b6-de145,StructureDefinition/anc-b6-de146,StructureDefinition/anc-b9-de80,StructureDefinition/partner-hiv-test,StructureDefinition/anc-b9-de92,StructureDefinition/anc-b9-de97,StructureDefinition/anc-b9-de98,StructureDefinition/anc-b8-de110,StructureDefinition/anc-b6-de33,StructureDefinition/anc-b8-de111,StructureDefinition/anc-b6-de34,StructureDefinition/anc-b6-de31,StructureDefinition/anc-end-1,StructureDefinition/anc-b6-de32,StructureDefinition/anc-b8-de117,StructureDefinition/anc-b10-de203,StructureDefinition/anc-b8-de107,StructureDefinition/anc-b10-de204,StructureDefinition/anc-b8-de108,StructureDefinition/anc-b8-de109,StructureDefinition/anc-b10-de90,StructureDefinition/anc-b6-de139,StructureDefinition/anc-observation,StructureDefinition/anc-b7-de1,StructureDefinition/anc-b9-de214,StructureDefinition/anc-b6-de22,StructureDefinition/anc-b8-de100,StructureDefinition/ultrasound,StructureDefinition/anc-b6-de26,StructureDefinition/anc-b6-de27,StructureDefinition/anc-b8-de105,StructureDefinition/anc-b6-de24,StructureDefinition/anc-b8-de106,StructureDefinition/anc-b6-de25,StructureDefinition/anc-b10-de87,StructureDefinition/anc-b10-de88,StructureDefinition/anc-b10-de89,StructureDefinition/anc-b6-de17,StructureDefinition/who-servicerequest,StructureDefinition/anc-b10-de216,StructureDefinition/anc-b6-de18,StructureDefinition/anc-b10-de217,StructureDefinition/anc-b10-de218,StructureDefinition/anc-b10-de83,StructureDefinition/anc-b10-de84,StructureDefinition/anc-b10-de219,StructureDefinition/who-servicenotrequested,StructureDefinition/anc-b9-de206,StructureDefinition/anc-b10-de80,StructureDefinition/anc-b10-de81,StructureDefinition/anc-b10-de82,StructureDefinition/anc-b10-de210","SCT"
http://hl7.org/fhir/ValueSet/c80-practice-codes,4.0.1,active,"2.16.840.1.113883.3.88.12.80.72",PracticeSettingCodeValueSet,Practice Setting Code Value Set,"This is the code representing the clinical specialty of the clinician or provider who interacted with, treated, or provided a service to/for the patient. The value set used for clinical specialty has been limited by HITSP to the value set reproduced from HITSP C80 Table 2-149 Clinical Specialty Value Set Definition.","StructureDefinition/anc-practitionerrole,StructureDefinition/anc-appointment,StructureDefinition/referral-provider,StructureDefinition/who-practitionerrole,StructureDefinition/who-appointment","SCT"
http://hl7.org/fhir/ValueSet/care-plan-activity-kind,4.0.1,draft,"2.16.840.1.113883.4.642.3.145",CarePlanActivityKind,Care Plan Activity Kind,"Resource types defined as part of FHIR that can be represented as in-line definitions of a care plan activity.","StructureDefinition/anc-careplan,StructureDefinition/who-careplan","hl7.fhir.r4.core"
http://hl7.org/fhir/ValueSet/care-plan-activity-outcome,4.0.1,draft,"2.16.840.1.113883.4.642.3.149",CarePlanActivityOutcome,Care Plan Activity Outcome,"Example codes indicating the outcome of a care plan activity. Note that these are in no way complete and might not even be appropriate for some uses.","StructureDefinition/anc-careplan,StructureDefinition/who-careplan","SCT"
http://hl7.org/fhir/ValueSet/care-plan-activity-status,4.0.1,draft,"2.16.840.1.113883.4.642.3.146",CarePlanActivityStatus,CarePlanActivityStatus,"Codes that reflect the current state of a care plan activity within its overall life cycle.","StructureDefinition/anc-careplan,StructureDefinition/who-careplan","hl7.fhir.r4.core"
http://hl7.org/fhir/ValueSet/care-plan-category,4.0.1,draft,"2.16.840.1.113883.4.642.3.148",CarePlanCategory,Care Plan Category,"Example codes indicating the category a care plan falls within.  Note that these are in no way complete and might not even be appropriate for some uses.","StructureDefinition/anc-careplan,StructureDefinition/who-careplan","SCT"
http://hl7.org/fhir/ValueSet/care-plan-intent,4.0.1,draft,"2.16.840.1.113883.4.642.3.150",CarePlanIntent,Care Plan Intent,"Codes indicating the degree of authority/intentionality associated with a care plan.","StructureDefinition/anc-careplan,StructureDefinition/who-careplan","hl7.fhir.r4.core"
http://hl7.org/fhir/ValueSet/care-team-category,4.0.1,draft,"2.16.840.1.113883.4.642.3.155",CareTeamCategory,Care Team category,"Indicates the type of care team.","StructureDefinition/who-careteam,StructureDefinition/anc-careteam","LOINC"
http://hl7.org/fhir/ValueSet/care-team-status,4.0.1,draft,"2.16.840.1.113883.4.642.3.153",CareTeamStatus,CareTeamStatus,"Indicates the status of the care team.","StructureDefinition/who-careteam,StructureDefinition/anc-careteam","hl7.fhir.r4.core"
http://hl7.org/fhir/ValueSet/clinical-findings,4.0.1,draft,"2.16.840.1.113883.4.642.3.232",SNOMEDCTClinicalFindings,SNOMED CT Clinical Findings,"This value set includes all the ""Clinical finding"" [SNOMED CT](http://snomed.info/sct) codes - concepts where concept is-a 404684003 (Clinical finding (finding)).","StructureDefinition/who-allergyintolerance,StructureDefinition/who-careteam,StructureDefinition/anc-careplan,StructureDefinition/anc-careteam,StructureDefinition/anc-allergyintolerance,StructureDefinition/who-careplan","SCT"
http://hl7.org/fhir/ValueSet/condition-category,4.0.1,draft,"2.16.840.1.113883.4.642.3.162",ConditionCategoryCodes,Condition Category Codes,"Preferred value set for Condition Categories.","StructureDefinition/anc-b10-de76,StructureDefinition/who-condition,StructureDefinition/anc-b10-de73,StructureDefinition/anc-b10-de74,StructureDefinition/anc-b10-de75,StructureDefinition/anc-condition,StructureDefinition/anc-b10-de121,StructureDefinition/anc-b10-de113","THO"
http://hl7.org/fhir/ValueSet/condition-clinical,4.0.1,draft,"2.16.840.1.113883.4.642.3.164",ConditionClinicalStatusCodes,Condition Clinical Status Codes,"Preferred value set for Condition Clinical Status.","StructureDefinition/anc-b10-de76,StructureDefinition/who-condition,StructureDefinition/anc-b10-de73,StructureDefinition/anc-b10-de74,StructureDefinition/anc-b10-de75,StructureDefinition/anc-condition,StructureDefinition/anc-b10-de121,StructureDefinition/anc-b10-de113","THO"
http://hl7.org/fhir/ValueSet/condition-code,4.0.1,draft,"2.16.840.1.113883.4.642.3.161",Condition/Problem/DiagnosisCodes,Condition/Problem/Diagnosis Codes,"Example value set for Condition/Problem/Diagnosis codes.","StructureDefinition/anc-b9-de181,StructureDefinition/who-procedure,StructureDefinition/anc-b9-de36,StructureDefinition/anc-b9-de5,StructureDefinition/anc-b10-de104,StructureDefinition/urine-test,StructureDefinition/anc-b10-de77,StructureDefinition/anc-b10-de78,StructureDefinition/anc-b10-de107,StructureDefinition/anc-b10-de79,StructureDefinition/anc-b10-de108,StructureDefinition/anc-b10-de70,StructureDefinition/syphilis-test,StructureDefinition/anc-b9-de196,StructureDefinition/blood-glucose-test,StructureDefinition/hepatitis-c-test,StructureDefinition/who-procedurenotdone,StructureDefinition/anc-b10-de69,StructureDefinition/anc-b10-de65,StructureDefinition/anc-b10-de115,StructureDefinition/anc-b10-de116,StructureDefinition/anc-b10-de66,StructureDefinition/anc-procedure,StructureDefinition/anc-b10-de61,StructureDefinition/anc-b10-de62,StructureDefinition/hiv-test,StructureDefinition/anc-b10-de114,StructureDefinition/who-medicationrequest,StructureDefinition/anc-b10-de58,StructureDefinition/tb-screening,StructureDefinition/anc-medicationnotrequested,StructureDefinition/anc-b9-de120,StructureDefinition/anc-b10-de54,StructureDefinition/anc-b10-de126,StructureDefinition/anc-b10-de127,StructureDefinition/anc-b10-de57,StructureDefinition/anc-b10-de50,StructureDefinition/anc-b10-de53,StructureDefinition/anc-b10-de241,StructureDefinition/anc-b10-de242,StructureDefinition/anc-b10-de124,StructureDefinition/anc-b10-de125,StructureDefinition/other-test,StructureDefinition/anc-b9-de66,StructureDefinition/anc-b10-de49,StructureDefinition/anc-b10-de45,StructureDefinition/anc-b10-de46,StructureDefinition/anc-b10-de41,StructureDefinition/anc-b10-de42,StructureDefinition/vitamin-a-supplement,StructureDefinition/anc-b10-de132,StructureDefinition/anc-b10-de133,StructureDefinition/anc-procedurenotdone,StructureDefinition/anc-b10-de134,StructureDefinition/anc-b10-de135,StructureDefinition/anc-b10-de136,StructureDefinition/blood-type-test,StructureDefinition/anc-b10-de37,StructureDefinition/anc-b10-de38,StructureDefinition/anc-b10-de33,StructureDefinition/anc-b10-de34,StructureDefinition/anc-b10-de30,StructureDefinition/anc-b10-de142,StructureDefinition/anc-b10-de143,StructureDefinition/anc-b10-de144,StructureDefinition/who-condition,StructureDefinition/anc-b9-de84,StructureDefinition/anc-b10-de29,StructureDefinition/anc-b10-de25,StructureDefinition/anc-b10-de26,StructureDefinition/iron-supplement,StructureDefinition/anc-b10-de21,StructureDefinition/anc-b10-de22,StructureDefinition/partner-hiv-test,StructureDefinition/blood-haemoglobin-test,StructureDefinition/who-medicationnotrequested,StructureDefinition/anc-b10-de18,StructureDefinition/anc-condition,StructureDefinition/anc-b10-de14,StructureDefinition/anc-b10-de17,StructureDefinition/anc-b10-de10,StructureDefinition/anc-b10-de203,StructureDefinition/anc-b10-de204,StructureDefinition/anc-b10-de13,StructureDefinition/anc-b10-de95,StructureDefinition/anc-b10-de96,StructureDefinition/anc-medicationrequest,StructureDefinition/anc-b10-de90,StructureDefinition/anc-b10-de164,StructureDefinition/anc-b10-de181,StructureDefinition/ultrasound,StructureDefinition/anc-b10-de87,StructureDefinition/anc-b10-de88,StructureDefinition/anc-b10-de6,StructureDefinition/anc-b10-de89,StructureDefinition/anc-b10-de5,StructureDefinition/anc-b10-de83,StructureDefinition/anc-b10-de84,StructureDefinition/anc-b10-de9,StructureDefinition/hepatitis-b-test,StructureDefinition/anc-b10-de80,StructureDefinition/anc-b10-de81,StructureDefinition/anc-b10-de82,StructureDefinition/anc-b10-de210,StructureDefinition/anc-b10-de2,StructureDefinition/anc-b10-de1","SCT"
http://hl7.org/fhir/ValueSet/condition-severity,4.0.1,draft,"2.16.840.1.113883.4.642.3.168",Condition/DiagnosisSeverity,Condition/Diagnosis Severity,"Preferred value set for Condition/Diagnosis severity grading.","StructureDefinition/anc-b10-de76,StructureDefinition/who-condition,StructureDefinition/anc-b10-de73,StructureDefinition/anc-b10-de74,StructureDefinition/anc-b10-de75,StructureDefinition/anc-condition,StructureDefinition/anc-b10-de121,StructureDefinition/anc-b10-de113","SCT"
http://hl7.org/fhir/ValueSet/condition-stage,4.0.1,draft,"2.16.840.1.113883.4.642.3.170",ConditionStage,Condition Stage,"Example value set for stages of cancer and other conditions.","StructureDefinition/anc-b10-de76,StructureDefinition/who-condition,StructureDefinition/anc-b10-de73,StructureDefinition/anc-b10-de74,StructureDefinition/anc-b10-de75,StructureDefinition/anc-condition,StructureDefinition/anc-b10-de121,StructureDefinition/anc-b10-de113","SCT"
http://hl7.org/fhir/ValueSet/condition-stage-type,4.0.1,draft,"2.16.840.1.113883.4.642.3.171",ConditionStageType,Condition Stage Type,"Example value set for the type of stages of cancer and other conditions","StructureDefinition/anc-b10-de76,StructureDefinition/who-condition,StructureDefinition/anc-b10-de73,StructureDefinition/anc-b10-de74,StructureDefinition/anc-b10-de75,StructureDefinition/anc-condition,StructureDefinition/anc-b10-de121,StructureDefinition/anc-b10-de113","SCT"
http://hl7.org/fhir/ValueSet/condition-ver-status,4.0.1,draft,"2.16.840.1.113883.4.642.3.166",ConditionVerificationStatus,ConditionVerificationStatus,"The verification status to support or decline the clinical status of the condition or diagnosis.","StructureDefinition/anc-b10-de76,StructureDefinition/who-condition,StructureDefinition/anc-b10-de73,StructureDefinition/anc-b10-de74,StructureDefinition/anc-b10-de75,StructureDefinition/anc-condition,StructureDefinition/anc-b10-de121,StructureDefinition/anc-b10-de113","THO"
http://hl7.org/fhir/ValueSet/contact-point-system,4.0.1,active,"2.16.840.1.113883.4.642.3.71",ContactPointSystem,ContactPointSystem,"Telecommunications form for contact point.","StructureDefinition/who-practitioner,StructureDefinition/anc-practitionerrole,StructureDefinition/who-location,StructureDefinition/anc-location,StructureDefinition/referral-provider,StructureDefinition/anc-relatedperson,StructureDefinition/anc-careteam,StructureDefinition/anc-patient,StructureDefinition/anc-base-patient,StructureDefinition/anc-practitioner,StructureDefinition/who-patient,StructureDefinition/who-relatedperson,StructureDefinition/who-careteam,StructureDefinition/who-practitionerrole","hl7.fhir.r4.core"
http://hl7.org/fhir/ValueSet/contact-point-use,4.0.1,active,"2.16.840.1.113883.4.642.3.73",ContactPointUse,ContactPointUse,"Use of contact point.","StructureDefinition/who-practitioner,StructureDefinition/anc-practitionerrole,StructureDefinition/who-location,StructureDefinition/anc-location,StructureDefinition/referral-provider,StructureDefinition/anc-relatedperson,StructureDefinition/anc-careteam,StructureDefinition/anc-patient,StructureDefinition/anc-base-patient,StructureDefinition/anc-practitioner,StructureDefinition/who-patient,StructureDefinition/who-relatedperson,StructureDefinition/who-careteam,StructureDefinition/who-practitionerrole","hl7.fhir.r4.core"
http://hl7.org/fhir/ValueSet/contactentity-type,4.0.1,draft,"2.16.840.1.113883.4.642.3.416",ContactEntityType,Contact entity type,"This example value set defines a set of codes that can be used to indicate the purpose for which you would contact a contact party.","StructureDefinition/who-organization,StructureDefinition/anc-organization","THO"
